,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
87694,2413289,5328,prior,21,6,15,7.0
2709951,2546552,163215,train,15,6,17,6.0
1955713,758675,117428,prior,13,0,9,14.0
1013882,778106,60923,prior,2,1,20,8.0
1623305,233463,97472,prior,3,6,11,30.0
115722,2331902,6993,prior,66,3,12,1.0
2499864,2565972,150478,prior,13,5,19,26.0
1406709,575394,84500,prior,87,1,18,2.0
1982629,1232048,119078,prior,1,5,17,
3328647,796558,200635,test,4,4,20,30.0
1712918,3230901,102863,prior,46,5,15,2.0
1557634,2087292,93564,train,15,0,16,6.0
177409,315580,10709,prior,9,3,17,12.0
2678154,2100384,161264,prior,22,2,16,2.0
460185,519644,27699,prior,27,1,11,6.0
2631243,1175199,158431,prior,8,5,13,18.0
3105116,2605167,187243,prior,10,3,13,9.0
1598201,411445,95962,prior,5,0,21,12.0
643950,2354795,38793,prior,1,0,10,
287805,3038283,17408,prior,16,0,12,8.0
55382,3406007,3446,prior,3,2,16,30.0
3093482,395530,186534,prior,54,2,17,3.0
320344,2162644,19399,prior,4,6,11,20.0
1681381,340961,100933,prior,7,3,10,13.0
2059741,2588298,123824,prior,9,4,10,6.0
145336,710085,8742,prior,25,4,10,7.0
3173095,2930829,191334,prior,63,4,16,2.0
2938035,893620,177245,prior,57,6,6,4.0
2301064,2300450,138566,prior,17,6,16,3.0
1362040,536925,81837,prior,13,4,20,0.0
1689414,2410112,101398,prior,7,0,17,12.0
1489798,2783151,89542,prior,2,3,10,30.0
17518,743429,1081,prior,7,3,9,13.0
3082664,1662046,185894,prior,79,1,18,0.0
2659111,791205,160067,prior,30,4,18,2.0
1265131,2236076,76085,prior,16,4,9,7.0
1816400,1630296,109081,prior,2,0,10,7.0
631857,1002930,38067,prior,2,3,16,30.0
1275980,2863076,76730,prior,23,1,10,4.0
174139,3365124,10521,prior,2,4,7,12.0
531835,2447810,32075,prior,14,3,13,3.0
3052913,457872,184134,prior,30,2,10,8.0
1182783,1650919,71082,prior,20,0,14,10.0
1470167,902517,88352,prior,2,6,22,0.0
48982,652900,3019,test,13,6,14,21.0
229304,3363179,13883,prior,12,6,12,15.0
1564018,2343317,93942,prior,74,1,19,1.0
2587550,1377279,155777,prior,1,0,15,
42063,1191258,2591,prior,15,1,7,7.0
2443737,2125823,147067,prior,8,2,20,1.0
960577,3263703,57668,prior,14,4,17,13.0
654863,1962533,39441,prior,9,1,21,14.0
506117,3052448,30543,train,6,5,18,11.0
61682,2078998,3803,prior,5,2,20,6.0
2400024,691722,144418,prior,5,1,22,7.0
3216216,17846,193919,prior,22,6,13,3.0
2315038,367237,139424,prior,22,4,17,7.0
1606935,34435,96472,prior,18,6,14,7.0
1472580,3184296,88491,prior,18,2,11,8.0
2951481,2094309,178101,prior,39,5,19,3.0
135822,2905985,8183,prior,3,6,12,7.0
2249934,3376254,135493,prior,35,4,12,10.0
2641602,2549194,159031,prior,6,0,17,21.0
2345546,1367585,141190,prior,29,4,7,8.0
390722,1707789,23467,prior,5,2,18,16.0
2420899,973842,145662,prior,2,1,13,12.0
97726,1374540,5918,train,6,4,19,10.0
406137,2414272,24444,prior,33,4,11,2.0
1854339,74428,111310,prior,4,2,23,30.0
1883098,2420947,113040,prior,2,1,17,4.0
504030,1327798,30421,prior,16,5,12,3.0
3239330,1045077,195256,prior,3,4,6,20.0
2284005,87775,137559,prior,17,5,14,3.0
2717440,1058706,163682,prior,23,0,14,28.0
2569002,2165574,154574,prior,4,0,8,30.0
1159799,1686146,69691,prior,3,0,11,30.0
2008886,1808260,120721,prior,2,4,14,6.0
334028,659168,20221,prior,32,2,11,4.0
1673527,2096631,100473,prior,2,0,18,6.0
434465,1256307,26101,prior,9,2,15,9.0
3271906,2310772,197208,train,55,6,14,4.0
2878332,1374619,173665,prior,16,1,16,9.0
450407,421061,27112,prior,2,6,15,30.0
1069654,2658422,64420,prior,45,2,20,1.0
1135822,2160928,68270,prior,3,1,11,5.0
1985993,2652607,119280,prior,5,6,14,6.0
912920,2709017,54817,prior,71,3,14,5.0
293714,547196,17776,prior,23,1,14,6.0
737309,2461038,44381,prior,5,3,16,21.0
1567116,517673,94166,prior,1,2,7,
525398,2575369,31674,prior,7,5,10,3.0
1670292,564349,100276,prior,6,2,7,30.0
1419691,961196,85282,prior,9,2,14,30.0
2549657,1608517,153418,prior,8,1,19,5.0
456507,1541750,27491,test,6,2,17,9.0
3316483,2802589,199918,prior,57,2,17,5.0
3388388,3320954,204220,prior,16,1,20,15.0
3050973,621263,184032,prior,11,1,12,12.0
1839660,825669,110454,prior,4,0,11,1.0
1777858,1043524,106751,prior,18,6,12,30.0
3100005,1089629,186935,prior,93,5,13,4.0
2978441,784641,179752,prior,23,3,14,6.0
361078,181844,21819,prior,68,3,12,2.0
1734571,1050974,104141,prior,47,5,9,2.0
870997,1520414,52342,prior,18,6,11,14.0
440317,3069167,26484,train,4,4,8,19.0
1900433,2540768,114084,prior,39,4,12,16.0
1339522,3236547,80468,prior,9,1,22,3.0
2196826,2306343,132264,prior,15,3,17,2.0
77317,3249572,4714,prior,6,0,13,30.0
3207170,1130120,193376,prior,5,5,12,13.0
294851,71240,17866,prior,2,1,7,30.0
656829,2810378,39561,prior,6,1,11,8.0
3228954,1936621,194639,prior,39,6,15,7.0
757487,340278,45585,prior,1,5,18,
480047,1093427,28939,prior,22,5,16,6.0
738287,2746289,44444,prior,14,0,11,14.0
700669,707522,42208,prior,27,5,11,4.0
1529052,1408254,91860,prior,53,4,20,0.0
2769023,1610671,166923,prior,29,0,9,18.0
1826166,1225410,109685,prior,2,6,9,22.0
2814831,1997135,169847,prior,7,0,9,30.0
1175190,2559060,70643,prior,27,1,17,24.0
1071595,2082396,64556,prior,41,5,19,12.0
992038,93177,59613,prior,33,2,14,9.0
2992448,2398027,180536,prior,72,6,10,7.0
433628,2439646,26054,prior,5,1,10,13.0
295818,234534,17908,prior,25,0,14,7.0
1421083,1663544,85362,prior,1,1,19,
1429444,3189435,85901,prior,55,5,14,4.0
3103294,1295541,187139,prior,8,0,0,30.0
2504260,1120024,150755,prior,50,5,9,4.0
497595,2056911,30023,prior,31,2,17,4.0
260957,1331060,15817,prior,6,4,17,9.0
3241293,196232,195371,prior,15,2,13,4.0
1475977,560457,88698,prior,99,0,14,2.0
175291,1341922,10592,prior,24,6,18,6.0
1527309,374631,91768,prior,10,6,11,19.0
1533517,480653,92109,prior,1,4,21,
3390496,644771,204347,prior,15,4,10,16.0
1431322,1450769,86020,prior,30,0,13,6.0
1887148,1442509,113277,train,44,4,17,16.0
797428,303986,47948,prior,3,5,17,8.0
482831,1798059,29116,prior,3,6,11,7.0
998418,1344497,59990,prior,15,3,17,11.0
2644839,133787,159237,prior,7,3,12,7.0
2661203,1684001,160194,prior,26,1,13,3.0
1547485,1447610,92960,prior,1,6,9,
3008910,424537,181564,prior,1,1,17,
471007,2431352,28405,prior,7,2,12,10.0
2767018,607496,166795,prior,47,6,17,2.0
1418050,1956794,85184,prior,23,6,16,4.0
2517308,1677307,151514,prior,89,3,15,6.0
3213476,2518061,193742,prior,10,3,12,8.0
1292370,280707,77718,prior,5,3,10,7.0
898348,2084147,53956,prior,24,2,14,12.0
2741261,1782475,165170,prior,4,0,18,8.0
354852,1634010,21443,prior,10,6,18,5.0
2691412,1087590,162101,prior,20,2,8,11.0
2644452,2127070,159211,prior,36,0,18,7.0
3229109,941984,194653,prior,19,4,14,6.0
919742,1676202,55179,prior,21,3,17,0.0
1752106,3073759,105170,prior,5,0,9,14.0
1409874,2875981,84703,prior,11,1,9,7.0
87871,3079024,5330,prior,44,3,15,1.0
2249444,833202,135465,prior,29,1,16,5.0
832607,867895,50041,prior,38,6,10,7.0
958669,170598,57545,prior,17,3,9,9.0
2179453,1886381,131180,prior,9,4,16,5.0
2402469,1714081,144569,prior,1,1,10,
1800545,1422385,108148,prior,35,5,10,4.0
471123,798873,28408,prior,49,4,10,0.0
2729849,609196,164469,prior,98,1,9,4.0
2905821,829331,175323,prior,3,6,23,16.0
1107318,2874633,66623,prior,1,2,15,
2793247,1356566,168492,prior,8,2,16,5.0
3066984,1359856,184988,prior,21,5,8,13.0
1677435,2158217,100698,prior,61,2,11,7.0
2005521,402603,120512,prior,10,0,17,17.0
2756310,3032267,166116,prior,5,0,12,7.0
3032984,1875616,182995,prior,23,3,22,8.0
1202308,2947561,72263,prior,3,3,17,6.0
2849265,2257112,171903,prior,24,2,12,30.0
59836,1517322,3688,prior,1,5,5,
3360241,834700,202550,prior,4,0,14,30.0
1096204,3263181,66054,prior,5,1,8,7.0
1261904,3181693,75860,prior,18,6,13,4.0
477423,448942,28778,prior,23,1,13,30.0
994799,1510354,59790,prior,7,1,23,30.0
716210,302410,43133,prior,32,4,17,2.0
2938108,1901102,177252,prior,6,1,14,8.0
3337459,361795,201185,prior,48,3,16,4.0
303915,2872142,18374,prior,80,6,9,13.0
2666330,19113,160509,prior,1,5,23,
2740736,2171636,165126,prior,32,3,17,8.0
586775,1489918,35354,prior,15,0,20,4.0
2764737,2945551,166665,prior,58,6,20,6.0
1908695,98794,114605,prior,41,2,11,16.0
2709250,3077497,163169,prior,9,0,9,14.0
590929,2796545,35605,prior,2,2,18,30.0
1403433,461180,84321,prior,12,1,11,8.0
3027759,1802101,182687,prior,6,0,16,14.0
1424602,3395899,85584,prior,4,2,15,7.0
3079583,798375,185708,prior,5,0,8,30.0
936679,1445177,56180,prior,5,1,8,12.0
789168,481508,47461,prior,30,3,12,3.0
1887731,1404258,113310,prior,4,5,13,27.0
1543529,1151671,92699,prior,56,3,11,4.0
2698411,2209673,162525,prior,26,1,9,5.0
2212965,1107370,133299,prior,68,1,7,8.0
262119,733561,15896,prior,43,4,20,1.0
1659646,2667830,99651,prior,5,3,13,10.0
2839149,937138,171332,prior,34,1,20,3.0
3217376,3273999,193995,prior,2,4,8,8.0
3179956,2741221,191747,prior,7,2,18,30.0
3033778,734375,183048,prior,29,3,13,8.0
2069544,244906,124411,prior,4,3,12,9.0
992267,1338019,59625,prior,44,6,18,11.0
1815178,3364861,109004,prior,40,5,7,4.0
2398136,2954923,144305,prior,6,0,15,30.0
247644,2321598,14973,prior,14,3,16,13.0
1604329,2977168,96325,prior,1,4,12,
31181,1565899,1927,prior,27,6,12,6.0
23476,1200207,1463,test,7,2,17,8.0
1776979,267901,106704,prior,3,3,21,30.0
2624472,2771784,158018,prior,41,6,15,3.0
3147571,32863,189817,prior,15,3,13,12.0
1928211,2567693,115797,prior,2,0,15,7.0
2707651,1513489,163074,prior,3,4,16,6.0
2971728,2132377,179359,prior,13,0,15,6.0
1271969,3207151,76487,prior,26,4,14,7.0
1814623,2521275,108975,prior,11,2,10,7.0
2641634,348873,159033,prior,6,1,18,7.0
2086754,1520941,125459,prior,5,1,9,28.0
1226358,1690828,73690,prior,29,1,8,10.0
2122658,3012646,127663,prior,7,6,22,23.0
695442,3032764,41917,train,6,0,14,30.0
1892331,999906,113601,prior,4,0,16,11.0
986759,511511,59324,prior,2,5,7,28.0
2760199,2221744,166375,prior,2,3,16,28.0
1887494,3387526,113299,prior,46,4,13,2.0
2066356,1384113,124223,prior,8,3,21,10.0
3136407,2077547,189082,prior,7,3,20,5.0
2858197,1004275,172451,prior,12,6,10,4.0
3239595,2566010,195274,prior,16,0,17,3.0
1395269,571263,83869,prior,9,1,18,21.0
356252,394999,21530,prior,1,5,10,
2873906,1173867,173392,prior,2,4,10,30.0
3240429,2477436,195316,prior,56,3,14,4.0
647463,3177279,38997,test,27,6,10,6.0
921889,1931996,55314,prior,3,1,14,30.0
652921,2294634,39310,prior,2,2,11,12.0
3151140,2934891,190029,prior,8,4,11,11.0
493945,374596,29821,prior,9,0,16,5.0
534833,2246578,32255,prior,1,0,15,
927021,2999014,55626,prior,25,6,14,3.0
2362818,3385767,142245,prior,61,4,14,3.0
975920,1834166,58660,prior,6,5,17,3.0
2032424,1206279,122101,prior,45,6,15,5.0
2402040,2374235,144542,prior,76,1,13,1.0
1037077,2863237,62415,prior,1,2,11,
2869905,2699662,173138,prior,60,0,17,3.0
267160,1193044,16184,prior,11,5,10,10.0
998507,27227,59997,prior,1,1,10,
1669583,378379,100235,prior,18,1,19,19.0
2759910,3067198,166357,train,8,4,14,8.0
2974237,2131804,179507,prior,5,6,12,19.0
290045,518175,17556,prior,20,1,10,30.0
3241130,1035519,195358,prior,14,4,12,9.0
1470544,3178001,88371,prior,3,3,13,30.0
2367425,1895751,142499,prior,1,6,13,
1694004,669963,101659,prior,20,5,18,1.0
1274195,461064,76620,prior,6,1,15,17.0
2471979,3257038,148761,prior,5,2,15,9.0
195709,2271862,11866,prior,12,4,16,11.0
347040,2257880,20997,prior,2,5,17,28.0
1160741,1147376,69760,prior,19,2,14,8.0
2250497,1264253,135537,prior,15,5,10,8.0
2243434,807709,135113,prior,21,5,15,19.0
3000728,3343232,181054,prior,28,6,14,30.0
448658,1317106,26991,prior,41,5,17,2.0
2213972,820010,133368,prior,6,2,18,30.0
1607692,428356,96516,train,14,6,18,5.0
869824,446987,52274,prior,11,0,12,6.0
2698982,2655871,162557,prior,3,0,12,29.0
3154800,2557806,190246,prior,7,3,14,8.0
2681124,3344455,161467,prior,36,5,11,8.0
759848,33983,45711,train,10,5,16,4.0
3167790,158674,191004,prior,14,4,16,6.0
1646011,2114178,98831,prior,41,2,15,10.0
2285951,1042233,137679,prior,10,4,14,6.0
716248,1578099,43134,prior,3,5,21,2.0
724548,3159203,43607,prior,11,5,14,30.0
1535703,773759,92239,prior,16,6,9,8.0
3178,2427840,210,prior,14,6,10,8.0
1666295,80997,100033,prior,6,0,10,14.0
1126144,1288316,67704,prior,2,4,20,28.0
3211647,661712,193635,prior,26,6,16,8.0
427327,793048,25667,prior,2,5,16,21.0
1129349,1334158,67905,prior,5,5,17,6.0
787592,2147736,47365,prior,3,0,10,15.0
1286598,2112649,77363,prior,22,2,0,15.0
1275055,99601,76678,prior,87,4,17,3.0
2586739,3104281,155716,prior,4,6,10,30.0
3214893,1890516,193827,prior,1,1,15,
164378,49697,9911,prior,92,0,17,1.0
1442552,1549913,86680,prior,5,2,14,14.0
489008,256989,29508,test,6,4,11,30.0
715935,736213,43123,prior,5,1,11,4.0
1048541,1270497,63098,prior,1,3,16,
437567,2432937,26303,prior,22,4,9,3.0
3223514,1213046,194346,prior,4,1,10,27.0
30826,3098358,1899,prior,16,5,12,6.0
1114393,3290617,67036,prior,3,2,18,3.0
2846611,365120,171754,prior,11,6,19,6.0
2838014,1046575,171258,prior,6,0,13,7.0
826316,3174538,49697,prior,9,0,12,7.0
2779735,2722975,167589,prior,22,5,17,3.0
406169,2120615,24447,prior,1,1,17,
2475465,1112685,148971,prior,4,5,17,12.0
1962457,1797583,117848,prior,4,5,8,5.0
2562202,2990645,154190,prior,11,4,8,4.0
2019602,2946737,121333,prior,11,0,17,2.0
750867,1842605,45197,prior,14,1,14,30.0
2416246,1492692,145410,prior,2,4,18,10.0
2364896,262737,142355,prior,27,2,11,8.0
1205088,1183056,72451,test,5,6,16,30.0
818703,158623,49237,prior,15,1,17,2.0
1052224,1975498,63316,prior,15,1,2,2.0
981910,461477,59032,prior,46,2,14,10.0
650136,3181919,39155,prior,47,4,10,1.0
848555,212735,51008,prior,57,6,17,2.0
2554470,1306114,153706,prior,29,0,13,8.0
1474091,1741408,88585,prior,11,0,20,7.0
1667568,1595918,100109,prior,11,2,16,6.0
616376,576124,37152,prior,39,5,11,12.0
705636,1272725,42508,prior,21,5,9,21.0
2335266,2473806,140596,prior,1,4,18,
3224328,1935455,194390,prior,25,0,8,6.0
1121022,3281571,67435,prior,41,4,10,3.0
2134131,2984200,128354,prior,24,2,7,8.0
524441,452012,31617,prior,19,1,8,7.0
2706275,3386361,162992,prior,18,4,17,2.0
2235373,1995356,134640,test,8,3,12,8.0
3405636,3152063,205262,prior,21,5,10,8.0
1130251,504359,67956,prior,23,2,18,28.0
813597,1756992,48944,prior,19,3,15,0.0
392021,187758,23549,prior,27,1,10,5.0
1054025,3093715,63446,prior,2,5,23,30.0
2566451,609674,154421,prior,1,5,18,
1968728,1697017,118228,prior,3,0,16,3.0
1532338,3051269,92041,prior,2,0,16,12.0
3210416,1076944,193553,prior,14,1,15,5.0
47676,1312452,2942,prior,3,6,9,27.0
2148242,2654235,129232,prior,6,2,12,7.0
2876116,335432,173528,prior,15,1,15,16.0
124715,799989,7521,prior,3,6,15,0.0
2709518,1922035,163191,prior,36,2,19,2.0
3102971,2630874,187116,prior,6,2,8,3.0
439599,2737986,26441,prior,3,2,8,30.0
1806937,855906,108517,prior,11,2,13,29.0
592367,927650,35701,prior,9,3,9,16.0
2138777,1335271,128638,prior,8,1,16,9.0
2002283,2246799,120313,prior,16,1,19,1.0
57662,1436798,3560,prior,1,1,16,
3283538,3385339,197908,prior,41,2,7,2.0
1913321,1384183,114874,prior,20,4,21,17.0
2235131,2359601,134622,prior,13,4,17,9.0
315031,1190841,19061,prior,3,0,18,14.0
3087225,834098,186193,prior,17,0,18,7.0
1644984,1051511,98766,prior,15,6,13,13.0
1853209,1626756,111242,prior,8,4,19,8.0
1802019,56654,108239,prior,2,4,8,11.0
2243366,3038873,135110,prior,1,0,13,
1874562,2173500,112532,prior,22,0,18,7.0
295809,1322056,17908,prior,16,0,18,30.0
614624,1008070,37052,prior,23,3,9,11.0
1399851,393648,84098,prior,93,6,13,3.0
980074,2586505,58919,prior,25,0,15,6.0
1181461,1668493,71014,train,6,6,9,30.0
711872,2085281,42899,prior,11,3,18,14.0
1094318,295418,65931,prior,15,2,18,4.0
951100,2722949,57051,prior,19,5,19,5.0
3346909,480950,201743,prior,13,4,21,2.0
1970884,1158508,118358,prior,22,3,12,13.0
453685,58220,27318,train,4,1,9,30.0
1997184,985744,120002,prior,2,0,16,30.0
3225438,1663910,194449,prior,79,4,9,1.0
1527676,707392,91786,prior,41,5,18,7.0
3114478,3261139,187808,prior,10,5,12,1.0
2049494,3313146,123158,prior,9,5,12,4.0
3310706,808318,199575,prior,1,6,15,
2906137,2381754,175343,prior,26,2,12,1.0
2894175,166791,174648,prior,5,2,20,6.0
653636,1537886,39352,prior,3,6,10,14.0
2085684,1748809,125395,prior,12,5,23,6.0
2888374,725505,174287,prior,2,4,22,30.0
2126637,1472579,127906,prior,3,0,15,6.0
48263,2951225,2978,prior,13,1,12,23.0
824444,2132667,49574,prior,3,1,12,22.0
1266259,747203,76157,prior,3,6,12,30.0
1036218,2232235,62351,prior,30,6,14,5.0
1767991,1020441,106138,prior,6,5,12,15.0
3125793,2519883,188446,prior,64,5,23,3.0
1614903,3212180,96948,prior,19,3,9,3.0
2774111,768361,167250,prior,54,0,17,15.0
1538530,2479690,92411,prior,1,0,16,
2297537,1106256,138364,prior,8,1,15,7.0
2714375,141599,163483,train,4,4,15,30.0
2415355,2101917,145354,prior,1,3,11,
1541934,1146239,92616,prior,30,2,12,9.0
3303753,964136,199095,prior,29,3,9,7.0
1011705,1994494,60782,prior,3,3,16,9.0
1980187,830876,118917,prior,14,5,14,1.0
2063704,513468,124076,prior,33,3,20,4.0
2084527,1626937,125335,prior,4,6,9,5.0
2798603,655609,168834,train,5,0,11,19.0
2206305,1725455,132872,prior,38,0,8,7.0
3119340,1576909,188065,prior,1,6,17,
2828457,250202,170651,prior,9,0,16,6.0
2541210,858834,152904,prior,14,6,11,7.0
546968,1452270,32963,prior,38,6,17,0.0
271958,1846233,16451,prior,20,2,13,9.0
1804384,3044557,108374,prior,11,1,14,30.0
2593068,1391701,156110,prior,2,6,21,6.0
1738984,968412,104399,test,9,0,7,8.0
2991342,803886,180470,prior,56,3,7,4.0
806632,1724109,48524,prior,26,6,14,30.0
1971343,657744,118388,prior,2,0,9,6.0
1319684,1857445,79307,prior,57,3,11,5.0
2422102,2264475,145724,train,69,2,9,7.0
1473623,2264718,88548,prior,1,1,13,
536335,535844,32339,prior,44,3,17,5.0
399028,688873,23985,prior,57,5,12,5.0
1873297,1800694,112450,prior,49,5,13,5.0
735886,1160215,44285,prior,78,2,11,1.0
930871,911706,55827,prior,8,2,0,3.0
2160856,1800514,129994,prior,3,0,13,7.0
103767,2498059,6285,prior,29,3,13,10.0
1627482,3106863,97719,prior,8,1,15,8.0
836537,794277,50260,prior,14,1,9,6.0
2602604,176859,156664,prior,3,0,14,4.0
2465817,1135156,148382,prior,9,3,18,16.0
3358375,1354058,202430,prior,74,4,14,3.0
2451049,841434,147507,prior,33,5,18,6.0
862871,1898461,51850,prior,1,6,14,
1011194,1027789,60752,train,9,0,16,30.0
2497174,2804315,150313,prior,32,5,14,2.0
971253,3338195,58355,prior,8,5,0,19.0
3275824,2337728,197430,train,11,6,8,1.0
1400100,3321724,84120,prior,15,5,14,6.0
142904,293764,8591,prior,5,3,17,21.0
1574323,367959,94562,prior,4,2,17,30.0
433247,351671,26030,prior,45,5,12,3.0
1663968,1926800,99896,prior,73,6,9,4.0
1769602,1752371,106238,prior,8,0,17,14.0
1491512,2647732,89621,prior,5,3,12,14.0
2222161,3304149,133870,prior,1,1,11,
1742648,936764,104629,prior,3,2,13,30.0
2683346,213674,161590,prior,43,1,13,4.0
89461,1554877,5417,prior,19,5,14,16.0
2655903,2701374,159861,prior,18,1,16,5.0
612395,3378748,36928,test,39,3,9,9.0
2927255,3166427,176606,prior,35,5,18,12.0
1208005,1124632,72635,prior,7,6,21,12.0
187773,1827608,11353,prior,8,6,19,2.0
607945,1169366,36660,prior,43,0,9,4.0
2657334,1602749,159962,prior,5,6,10,18.0
2292061,2795113,138078,prior,27,6,17,3.0
2143663,2964827,128951,prior,1,1,16,
2528145,790067,152145,prior,6,0,12,1.0
2304310,170989,138756,prior,23,1,8,15.0
2872919,2762960,173330,prior,23,2,12,10.0
3118550,249252,188022,prior,30,5,15,7.0
1278542,625088,76896,prior,17,5,0,2.0
1085860,3364001,65406,prior,3,1,13,30.0
703306,2644415,42363,prior,2,1,19,10.0
144362,971204,8687,prior,28,2,14,5.0
702426,2004857,42307,prior,27,0,18,2.0
278183,222670,16802,prior,6,2,12,5.0
1618794,3341952,97195,prior,1,2,13,
1960704,1020912,117726,prior,28,3,14,9.0
3185939,159362,192096,prior,36,4,16,3.0
1403928,1779773,84349,prior,15,0,11,6.0
1128589,2638353,67860,prior,49,1,18,1.0
1465440,561407,88085,prior,7,4,18,13.0
733412,2603493,44145,prior,32,0,8,5.0
752311,881267,45284,prior,41,4,19,3.0
1445805,1084562,86872,train,26,0,19,28.0
639366,602974,38515,prior,10,1,16,8.0
1211726,1309100,72854,prior,6,4,10,9.0
2809009,2503329,169469,prior,4,1,18,11.0
71417,1719473,4400,prior,38,5,16,7.0
3085714,802590,186080,prior,16,0,10,13.0
1904910,333630,114374,prior,12,0,9,30.0
505424,1226258,30509,prior,13,3,13,3.0
2426272,1017854,145993,prior,16,1,11,5.0
1770609,3180907,106311,prior,31,2,20,3.0
3085815,1519085,186090,prior,4,6,16,30.0
1033511,1989277,62182,prior,6,0,19,27.0
2744857,2038541,165387,prior,10,5,8,6.0
756727,1552354,45540,prior,8,3,7,5.0
969034,1106650,58190,prior,11,1,15,1.0
1305044,2132935,78424,prior,8,0,12,14.0
450604,1193011,27122,prior,83,5,23,4.0
2301056,2682896,138566,prior,9,5,13,6.0
2880131,906413,173779,prior,28,4,4,9.0
1794289,2997774,107762,train,4,3,0,30.0
2148723,3085308,129254,prior,12,3,14,2.0
2385517,876035,143547,prior,16,6,23,7.0
1719730,202541,103249,test,19,5,9,8.0
2262118,2731210,136223,prior,3,0,14,23.0
2029296,2386610,121898,prior,1,4,16,
1484176,1750492,89212,prior,26,6,12,18.0
1997342,831014,120012,prior,2,0,11,30.0
2442852,62966,147010,prior,18,6,10,5.0
3397712,2853628,204757,prior,13,4,15,2.0
792006,536492,47624,prior,30,0,14,8.0
1182445,2573408,71066,prior,20,1,15,10.0
1131736,2369244,68049,prior,1,2,10,
649959,3150502,39144,prior,27,0,13,11.0
2568997,2943311,154573,prior,14,0,12,9.0
256304,2284076,15530,prior,9,4,21,6.0
1702091,513438,102189,prior,50,3,14,10.0
2992729,281980,180556,prior,4,2,13,22.0
2634502,2673441,158618,prior,39,6,9,9.0
2171114,730436,130630,prior,23,2,13,30.0
568325,654113,34233,prior,20,1,9,15.0
2976587,2567535,179644,prior,16,1,20,4.0
2606001,2484329,156857,test,13,6,14,22.0
2930256,2541650,176781,prior,38,4,18,2.0
1957593,1404138,117554,prior,15,4,11,4.0
251682,206839,15216,prior,6,2,13,7.0
1659039,3162168,99612,prior,2,1,13,30.0
3395247,1508408,204615,prior,6,0,12,12.0
941278,1146678,56453,prior,8,1,13,19.0
992730,1653880,59661,prior,21,1,16,13.0
247520,3142069,14962,prior,17,3,16,14.0
348620,143587,21085,prior,2,1,18,13.0
2270744,1017543,136731,prior,3,6,19,30.0
225341,2783917,13620,prior,58,1,9,8.0
1098178,1013560,66156,prior,48,3,7,7.0
1030997,2090593,62012,prior,4,0,16,5.0
52115,394117,3242,prior,26,2,18,2.0
2165249,2780228,130271,prior,50,4,10,2.0
17066,277029,1052,prior,11,2,20,8.0
2583282,1640876,155480,prior,11,0,16,4.0
2452426,1021574,147590,prior,37,1,12,4.0
596139,3194920,35933,prior,24,4,8,4.0
3207801,504285,193408,prior,26,0,18,8.0
701602,678281,42258,prior,1,3,21,
2845466,464913,171689,prior,1,6,20,
2755796,3415401,166087,prior,19,1,20,3.0
3051996,2165596,184085,prior,15,2,9,8.0
1641287,2138599,98538,prior,22,3,13,0.0
2530280,2147474,152256,prior,5,6,12,7.0
364851,2263676,22046,prior,19,6,15,3.0
2552879,2296854,153608,prior,13,3,1,1.0
1432175,1926340,86078,prior,6,0,9,22.0
1435146,3940,86255,prior,4,0,11,30.0
2468426,874859,148561,prior,9,6,14,7.0
2057771,1319256,123678,prior,3,6,15,5.0
1035544,2833054,62308,prior,18,0,17,14.0
1670502,53711,100285,prior,30,5,15,5.0
497683,2083599,30025,prior,1,1,12,
515678,989105,31093,prior,93,4,12,1.0
3118299,3049535,188015,prior,12,0,10,7.0
2369026,176555,142598,prior,35,5,10,3.0
2164285,2520837,130206,prior,12,1,13,30.0
1334807,1352202,80189,prior,17,1,9,4.0
3421021,3392839,206208,prior,3,2,15,7.0
2978249,2227548,179740,prior,5,1,18,30.0
1201559,1122335,72220,train,14,1,12,7.0
3372107,231563,203222,prior,10,4,17,16.0
1689214,2680230,101388,prior,10,0,13,12.0
1314790,323707,79027,prior,3,5,8,7.0
1828520,2619640,109829,prior,5,6,8,24.0
1241471,2819772,74644,prior,14,3,10,8.0
2382778,3062623,143396,prior,1,3,11,
2864168,2852131,172801,prior,15,2,10,30.0
927643,281231,55660,prior,2,5,7,30.0
940670,1984383,56409,prior,20,4,8,9.0
1586205,2958637,95236,prior,4,0,19,1.0
444001,1436980,26714,prior,4,3,10,4.0
749269,2251974,45089,prior,2,2,15,30.0
1019567,344013,61278,prior,35,5,10,8.0
1687398,162968,101278,prior,3,1,12,7.0
2019833,3204468,121344,prior,25,1,15,19.0
2014712,2162489,121055,prior,14,0,10,7.0
2846523,906314,171746,prior,22,1,16,15.0
200560,467469,12137,train,24,4,10,1.0
819166,1301093,49263,prior,25,0,10,5.0
45791,2031496,2828,prior,3,2,11,6.0
1442533,1941921,86679,prior,40,4,11,2.0
3108729,1600814,187482,prior,31,5,17,10.0
2023020,1749424,121529,prior,3,2,14,14.0
2505645,1335190,150840,prior,28,1,7,0.0
3187682,3311422,192200,prior,5,4,16,11.0
1278233,2734527,76876,prior,25,0,18,26.0
1292897,2793231,77752,prior,7,1,11,7.0
886421,2444921,53262,prior,1,6,14,
2787866,3131883,168118,prior,13,0,9,4.0
2398701,2299820,144341,prior,3,2,8,7.0
